Chart_ID;Song_Title;Song_Subtitle;Song_Artist;Song_Length;Song_BPM;Technical_Notation;Difficulty_Name;Difficulty_Rating;Step_Artist;Pack
504;Mexican Phonk Eki; ;NUEKI x TOLCHONOV;98;129.000000;No Tech;Beginner;1;Lisek;Bass Tester EXTREME 3
505;Mexican Phonk Eki; ;NUEKI x TOLCHONOV;98;129.000000;No Tech;Easy;4;Lisek;Bass Tester EXTREME 3
506;Mexican Phonk Eki; ;NUEKI x TOLCHONOV;98;129.000000;JU;Medium;6;Lisek;Bass Tester EXTREME 3
507;Mexican Phonk Eki; ;NUEKI x TOLCHONOV;98;129.000000;SJ DT-;Hard;8;Lisek;Bass Tester EXTREME 3
508;Mexican Phonk Eki; ;NUEKI x TOLCHONOV;98;129.000000;BXF BRFS;Challenge;9;Lisek;Bass Tester EXTREME 3
509;MEXICAN RIDDIM; ;Automhate;123;140.000000;No Tech;Beginner;1;Tidek;Bass Tester EXTREME 3
510;MEXICAN RIDDIM; ;Automhate;123;140.000000;No Tech;Easy;4;Tidek;Bass Tester EXTREME 3
511;MEXICAN RIDDIM; ;Automhate;123;140.000000;RH+;Medium;8;Tidek;Bass Tester EXTREME 3
512;MEXICAN RIDDIM; ;Automhate;123;140.000000;RH+;Hard;10;Tidek;Bass Tester EXTREME 3
513;MEXICAN RIDDIM; ;Automhate;123;140.000000;RH+ JA BU;Challenge;11;Tidek;Bass Tester EXTREME 3
514;MISA MISA!; ;CORPSE, Scarlxrd, Kordhell;85;190.000000;No Tech;Beginner;3;zb;Bass Tester EXTREME 3
515;MISA MISA!; ;CORPSE, Scarlxrd, Kordhell;85;190.000000;DS;Easy;5;zb;Bass Tester EXTREME 3
516;MISA MISA!; ;CORPSE, Scarlxrd, Kordhell;85;190.000000;DS;Medium;7;zb;Bass Tester EXTREME 3
517;MISA MISA!; ;CORPSE, Scarlxrd, Kordhell;85;190.000000;FS DS;Hard;9;zb;Bass Tester EXTREME 3
518;MISA MISA!; ;CORPSE, Scarlxrd, Kordhell;85;190.000000;FS DS;Challenge;10;zb;Bass Tester EXTREME 3
519;MOI LUDZIE TANCZOM Z TRUMNOM;(MIKOUAJ REJW TU BYL);WIXAPOL X SZPAKU X VND;154;150.000;No Tech;Beginner;1;Tidek;Bass Tester EXTREME 3
520;MOI LUDZIE TANCZOM Z TRUMNOM;(MIKOUAJ REJW TU BYL);WIXAPOL X SZPAKU X VND;154;150.000;No Tech;Easy;3;Tidek;Bass Tester EXTREME 3
521;MOI LUDZIE TANCZOM Z TRUMNOM;(MIKOUAJ REJW TU BYL);WIXAPOL X SZPAKU X VND;154;150.000;No Tech;Medium;5;Tidek;Bass Tester EXTREME 3
522;MOI LUDZIE TANCZOM Z TRUMNOM;(MIKOUAJ REJW TU BYL);WIXAPOL X SZPAKU X VND;154;150.000;No Tech;Hard;7;Tidek;Bass Tester EXTREME 3
523;MOI LUDZIE TANCZOM Z TRUMNOM;(MIKOUAJ REJW TU BYL);WIXAPOL X SZPAKU X VND;154;150.000;SJ XO;Challenge;9;Tidek;Bass Tester EXTREME 3
524;MOJA ERA; ;WIXAPOL X EURODANEK X DJ GYPSY;145;160.000000;No Tech;Beginner;2;Tidek;Bass Tester EXTREME 3
525;MOJA ERA; ;WIXAPOL X EURODANEK X DJ GYPSY;145;160.000000;No Tech;Easy;5;Tidek;Bass Tester EXTREME 3
526;MOJA ERA; ;WIXAPOL X EURODANEK X DJ GYPSY;145;160.000000;No Tech;Medium;8;Tidek;Bass Tester EXTREME 3
527;MOJA ERA; ;WIXAPOL X EURODANEK X DJ GYPSY;145;160.000000;SJ DT;Hard;10;Tidek;Bass Tester EXTREME 3
528;MOJA ERA; ;WIXAPOL X EURODANEK X DJ GYPSY;145;160.000000;BR FS BRFS;Challenge;11;Tidek;Bass Tester EXTREME 3
529;Movin'; ;Massive New Krew;146;160.000000;No Tech;Beginner;2;LeBlusz;Bass Tester EXTREME 3
530;Movin'; ;Massive New Krew;146;160.000000;DS JU;Easy;5;LeBlusz;Bass Tester EXTREME 3
531;Movin'; ;Massive New Krew;146;160.000000;XO+ JU;Medium;7;LeBlusz;Bass Tester EXTREME 3
532;Movin'; ;Massive New Krew;146;160.000000;XO+ JU BU JA-;Hard;9;LeBlusz;Bass Tester EXTREME 3
533;Movin'; ;Massive New Krew;146;160.000000;XO+ BR BU JA- JU-;Challenge;11;LeBlusz;Bass Tester EXTREME 3
534;Muj Pszyjacielu; ;Batashi;177;105.000000;No Tech;Beginner;3;Tidek;Bass Tester EXTREME 3
535;Muj Pszyjacielu; ;Batashi;177;105.000000;No Tech;Easy;5;Tidek;Bass Tester EXTREME 3
536;Muj Pszyjacielu; ;Batashi;177;105.000000;DS;Medium;8;Tidek;Bass Tester EXTREME 3
537;Muj Pszyjacielu; ;Batashi;177;105.000000;STR FS+;Hard;10;Tidek;Bass Tester EXTREME 3
538;Muj Pszyjacielu; ;Batashi;177;105.000000;STR FS+ SS XO DT BU;Challenge;11;Tidek;Bass Tester EXTREME 3
539;Multiverse Traveler; ;Laur;234;150.000 - 230.000;No Tech;Beginner;4;Tidek;Bass Tester EXTREME 3
540;Multiverse Traveler; ;Laur;234;150.000 - 230.000;XM- XO FS DS DT-;Easy;7;Tidek;Bass Tester EXTREME 3
541;Multiverse Traveler; ;Laur;234;150.000 - 230.000;XM BXF DS SJ-;Medium;10;Tidek;Bass Tester EXTREME 3
542;Multiverse Traveler; ;Laur;234;150.000 - 230.000;XM+ BXF BU+ DS SS- HS- RH-;Hard;13;Tidek;Bass Tester EXTREME 3
543;Multiverse Traveler; ;Laur;234;150.000 - 230.000;XM+ B+X+F+ BU+ DS SJ SS DT- RH-;Challenge;16;Tidek;Bass Tester EXTREME 3
544;Mutation;(Extended);Laur;241;155.000000;No Tech;Beginner;4;Tidek;Bass Tester EXTREME 3
545;Mutation;(Extended);Laur;241;155.000000;XM- XO;Easy;7;Tidek;Bass Tester EXTREME 3
546;Mutation;(Extended);Laur;241;155.000000;XM- XO FS DS-;Medium;10;Tidek;Bass Tester EXTREME 3
547;Mutation;(Extended);Laur;241;155.000000;XM- BXF BU;Hard;12;Tidek;Bass Tester EXTREME 3
548;Mutation;(Extended);Laur;241;155.000000;XM- BXF BU+ SS- DT- DS-;Challenge;14;Tidek;Bass Tester EXTREME 3
549;Na Pelnym; ;Spizowi Mocni;114;125.000000;No Tech;Beginner;1;Tidek;Bass Tester EXTREME 3
550;Na Pelnym; ;Spizowi Mocni;114;125.000000;No Tech;Easy;4;Tidek;Bass Tester EXTREME 3
551;Na Pelnym; ;Spizowi Mocni;114;125.000000;XO;Medium;7;Tidek;Bass Tester EXTREME 3
552;Na Pelnym; ;Spizowi Mocni;114;125.000000;XO FS;Hard;9;Tidek;Bass Tester EXTREME 3
553;Na Pelnym; ;Spizowi Mocni;114;125.000000;BXF;Challenge;10;arki;Bass Tester EXTREME 3
554;Numb;(feat. Che'Nelle);FWLR;107;95.000000;No Tech;Beginner;1;Tidek;Bass Tester EXTREME 3
555;Numb;(feat. Che'Nelle);FWLR;107;95.000000;No Tech;Easy;4;Tidek;Bass Tester EXTREME 3
556;Numb;(feat. Che'Nelle);FWLR;107;95.000000;SJ;Medium;6;Piols;Bass Tester EXTREME 3
557;Numb;(feat. Che'Nelle);FWLR;107;95.000000;XO DS;Hard;9;Piols;Bass Tester EXTREME 3
558;Numb;(feat. Che'Nelle);FWLR;107;95.000000;BXF+ DS;Challenge;10;Piols;Bass Tester EXTREME 3
559;Pandemonium; ;t+pazolite & Laur;201;200.000000;No Tech;Beginner;4;Tidek;Bass Tester EXTREME 3
560;Pandemonium; ;t+pazolite & Laur;201;200.000000;No Tech;Easy;7;Tidek;Bass Tester EXTREME 3
561;Pandemonium; ;t+pazolite & Laur;201;200.000000;XM++;Medium;10;Tidek;Bass Tester EXTREME 3
562;Pandemonium; ;t+pazolite & Laur;201;200.000000;XM++ SPD FS XO DS-;Hard;12;Tidek;Bass Tester EXTREME 3
563;Pandemonium; ;t+pazolite & Laur;201;200.000000;XM++ BXF HS DS-;Challenge;13;Tidek;Bass Tester EXTREME 3
564;Piwko Tesco; ;Piwson TSC;117;151.000;No Tech;Beginner;1;Tidek;Bass Tester EXTREME 3
565;Piwko Tesco; ;Piwson TSC;117;151.000;No Tech;Easy;2;Tidek;Bass Tester EXTREME 3
566;Piwko Tesco; ;Piwson TSC;117;151.000;DT XO-;Medium;4;Maryushi3;Bass Tester EXTREME 3
567;Piwko Tesco; ;Piwson TSC;117;151.000;DT+ XO DS-;Hard;7;Maryushi3;Bass Tester EXTREME 3
568;Piwko Tesco; ;Piwson TSC;117;151.000;FS+ XO+ RH BR DT SS-;Challenge;9;Maryushi3;Bass Tester EXTREME 3
569;PIWO HARDSTYLE; ;Piwson TSC;100;151.000000;No Tech;Beginner;1;Tidek;Bass Tester EXTREME 3
570;PIWO HARDSTYLE; ;Piwson TSC;100;151.000000;No Tech;Easy;3;Tidek;Bass Tester EXTREME 3
571;PIWO HARDSTYLE; ;Piwson TSC;100;151.000000;JU;Medium;6;Tidek;Bass Tester EXTREME 3
572;PIWO HARDSTYLE; ;Piwson TSC;100;151.000000;DT;Hard;8;Tidek;Bass Tester EXTREME 3
573;PIWO HARDSTYLE; ;Piwson TSC;100;151.000000;SJ+ XO;Challenge;10;Tidek;Bass Tester EXTREME 3
574;Pumping Through The Ground; ;MADD & Gopnik McBlyat;192;155.000000;No Tech;Beginner;3;Ayaka;Bass Tester EXTREME 3
575;Pumping Through The Ground; ;MADD & Gopnik McBlyat;192;155.000000;No Tech;Easy;5;Ayaka;Bass Tester EXTREME 3
576;Pumping Through The Ground; ;MADD & Gopnik McBlyat;192;155.000000;JU DS;Medium;9;Ayaka;Bass Tester EXTREME 3
577;Pumping Through The Ground; ;MADD & Gopnik McBlyat;192;155.000000;BR FS HS;Hard;11;Ayaka;Bass Tester EXTREME 3
578;Pumping Through The Ground; ;MADD & Gopnik McBlyat;192;155.000000;B+XF BU DT SJ;Challenge;14;Ayaka;Bass Tester EXTREME 3
579;Ratata; ;Vieze Asbak and gladde paling;105;180.000;No Tech;Beginner;2;Tidek;Bass Tester EXTREME 3
580;Ratata; ;Vieze Asbak and gladde paling;105;180.000;No Tech;Easy;5;Tidek;Bass Tester EXTREME 3
581;Ratata; ;Vieze Asbak and gladde paling;105;180.000;FS;Medium;7;Tidek;Bass Tester EXTREME 3
582;Ratata; ;Vieze Asbak and gladde paling;105;180.000;FS SS DS;Hard;9;Tidek;Bass Tester EXTREME 3
583;Ratata; ;Vieze Asbak and gladde paling;105;180.000;FS BR DS BT-;Challenge;11;Tidek;Bass Tester EXTREME 3
584;Run;(Chime Remix);Xilent & Chime;196;150.000000;No Tech;Beginner;2;Tidek;Bass Tester EXTREME 3
585;Run;(Chime Remix);Xilent & Chime;196;150.000000;Rolls;Easy;4;Tidek;Bass Tester EXTREME 3
586;Run;(Chime Remix);Xilent & Chime;196;150.000000;DS;Medium;7;Tidek;Bass Tester EXTREME 3
587;Run;(Chime Remix);Xilent & Chime;196;150.000000;DS+;Hard;9;Tidek;Bass Tester EXTREME 3
588;Run;(Chime Remix);Xilent & Chime;196;150.000000;BT+ BR BU-;Challenge;12;Tidek;Bass Tester EXTREME 3
589;Shadow Bang; ;DJ Myosuke;154;75.000000 - 150.000000;No Tech;Beginner;2;neyoru;Bass Tester EXTREME 3
590;Shadow Bang; ;DJ Myosuke;154;75.000000 - 150.000000;No Tech;Easy;6;neyoru;Bass Tester EXTREME 3
591;Shadow Bang; ;DJ Myosuke;154;75.000000 - 150.000000;FS+ BR;Medium;9;neyoru;Bass Tester EXTREME 3
592;Shadow Bang; ;DJ Myosuke;154;75.000000 - 150.000000;BX-F;Hard;11;neyoru;Bass Tester EXTREME 3
593;Shadow Bang; ;DJ Myosuke;154;75.000000 - 150.000000;B+X-F+ BU+ JA;Challenge;13;neyoru;Bass Tester EXTREME 3
594;SHARK ATTACK; ;ryhki;121;165.000000;No Tech;Beginner;3;Tidek;Bass Tester EXTREME 3
595;SHARK ATTACK; ;ryhki;121;165.000000;No Tech;Easy;6;Tidek;Bass Tester EXTREME 3
596;SHARK ATTACK; ;ryhki;121;165.000000;BR;Medium;9;Tidek;Bass Tester EXTREME 3
597;SHARK ATTACK; ;ryhki;121;165.000000;BR+;Hard;11;Tidek;Bass Tester EXTREME 3
598;SHARK ATTACK; ;ryhki;121;165.000000;BR+ FS BU;Challenge;13;Tidek;Bass Tester EXTREME 3
599;Silentphobia; ;t+pazolite vs Sakuzyo;156;145.000000;No Tech;Beginner;2;Tidek;Bass Tester EXTREME 3
600;Silentphobia; ;t+pazolite vs Sakuzyo;156;145.000000;No Tech;Easy;6;Tidek;Bass Tester EXTREME 3
601;Silentphobia; ;t+pazolite vs Sakuzyo;156;145.000000;BXF;Medium;8;Tidek;Bass Tester EXTREME 3
602;Silentphobia; ;t+pazolite vs Sakuzyo;156;145.000000;BXF;Hard;10;Tidek;Bass Tester EXTREME 3
603;Silentphobia; ;t+pazolite vs Sakuzyo;156;145.000000;BXF BU+ DR;Challenge;13;Tidek;Bass Tester EXTREME 3
604;Souviens-Toi; ;Sunhiausa;231;117.000000 - 195.000000;XM-;Beginner;2;Ayaka;Bass Tester EXTREME 3
605;Souviens-Toi; ;Sunhiausa;231;117.000000 - 195.000000;XM-;Easy;5;Ayaka;Bass Tester EXTREME 3
606;Souviens-Toi; ;Sunhiausa;231;117.000000 - 195.000000;XM- BR JU;Medium;9;Ayaka;Bass Tester EXTREME 3
607;Souviens-Toi; ;Sunhiausa;231;117.000000 - 195.000000;XM- B+XF BU Rolls;Hard;12;Ayaka;Bass Tester EXTREME 3
608;Souviens-Toi; ;Sunhiausa;231;117.000000 - 195.000000;XM- BR++ FS BT HS BU DR;Challenge;15;Ayaka;Bass Tester EXTREME 3
609;Souviens-Toi; ;Sunhiausa;231;117.000000 - 195.000000;XM- STR BU BR DR;Edit;16;Ayaka;Bass Tester EXTREME 3
610;SPAGHETTI DUB; ;Automhate;109;140.000000;No Tech;Beginner;1;Tidek;Bass Tester EXTREME 3
611;SPAGHETTI DUB; ;Automhate;109;140.000000;No Tech;Easy;4;Tidek;Bass Tester EXTREME 3
612;SPAGHETTI DUB; ;Automhate;109;140.000000;RH+;Medium;7;Tidek;Bass Tester EXTREME 3
613;SPAGHETTI DUB; ;Automhate;109;140.000000;RH+;Hard;9;Tidek;Bass Tester EXTREME 3
614;SPAGHETTI DUB; ;Automhate;109;140.000000;RH+;Challenge;10;Tidek;Bass Tester EXTREME 3
615;Spaghetti Love;(Mizz Behave Remix);GPF & Mind Compressor;162;120.000000;No Tech;Beginner;1;Tidek;Bass Tester EXTREME 3
616;Spaghetti Love;(Mizz Behave Remix);GPF & Mind Compressor;162;120.000000;No Tech;Easy;5;Tidek;Bass Tester EXTREME 3
617;Spaghetti Love;(Mizz Behave Remix);GPF & Mind Compressor;162;120.000000;SJ;Medium;7;Tidek;Bass Tester EXTREME 3
618;Spaghetti Love;(Mizz Behave Remix);GPF & Mind Compressor;162;120.000000;JU FL DS-;Hard;9;Tidek;Bass Tester EXTREME 3
619;Spaghetti Love;(Mizz Behave Remix);GPF & Mind Compressor;162;120.000000;FS JU FL DS- HS-;Challenge;11;Tidek;Bass Tester EXTREME 3
620;SuperNova; ;DJ OTIS feat. AltVoid;206;120.000000 - 180.000000;XM-;Beginner;2;Tidek;Bass Tester EXTREME 3
621;SuperNova; ;DJ OTIS feat. AltVoid;206;120.000000 - 180.000000;XM-;Easy;5;Tidek;Bass Tester EXTREME 3
622;SuperNova; ;DJ OTIS feat. AltVoid;206;120.000000 - 180.000000;XM- BR;Medium;7;Tidek;Bass Tester EXTREME 3
623;SuperNova; ;DJ OTIS feat. AltVoid;206;120.000000 - 180.000000;XM- BR;Hard;10;Tidek;Bass Tester EXTREME 3
624;SuperNova; ;DJ OTIS feat. AltVoid;206;120.000000 - 180.000000;XM- SPD BR+ FS HS;Challenge;12;Tidek;Bass Tester EXTREME 3
625;SZTOS W NOS;(GABERMACHEN Remix);Mafia Gang & GABERMACHEN;113;200.000000;No Tech;Beginner;2;Tidek;Bass Tester EXTREME 3
626;SZTOS W NOS;(GABERMACHEN Remix);Mafia Gang & GABERMACHEN;113;200.000000;MA;Easy;5;Tidek;Bass Tester EXTREME 3
627;SZTOS W NOS;(GABERMACHEN Remix);Mafia Gang & GABERMACHEN;113;200.000000;XM;Medium;8;Tidek;Bass Tester EXTREME 3
628;SZTOS W NOS;(GABERMACHEN Remix);Mafia Gang & GABERMACHEN;113;200.000000;XM JU DS DT FS XO-;Hard;10;Tidek;Bass Tester EXTREME 3
629;SZTOS W NOS;(GABERMACHEN Remix);Mafia Gang & GABERMACHEN;113;200.000000;XM B+X-F DS DT;Challenge;11;Tidek;Bass Tester EXTREME 3
630;Terrorcore Kitty; ;LOLtotheMAX;249;130.000;No Tech;Beginner;4;Lisek;Bass Tester EXTREME 3
631;Terrorcore Kitty; ;LOLtotheMAX;249;130.000;DT FS XO JU-;Easy;7;Lisek;Bass Tester EXTREME 3
632;Terrorcore Kitty; ;LOLtotheMAX;249;130.000;B+XF JU+;Medium;10;Lisek;Bass Tester EXTREME 3
633;Terrorcore Kitty; ;LOLtotheMAX;249;130.000;STR B+XF+ BU SS DS BT-;Hard;12;Tidek;Bass Tester EXTREME 3
634;Terrorcore Kitty; ;LOLtotheMAX;249;130.000;B+X+F+ BU+ SS DT HS- ;Challenge;14;arki & Tidek;Bass Tester EXTREME 3
635;Titanic;(Remix);DJ Tiesto;380;138.000;No Tech;Beginner;4;Tidek;Bass Tester EXTREME 3
636;Titanic;(Remix);DJ Tiesto;380;138.000;No Tech;Easy;7;Tidek;Bass Tester EXTREME 3
637;Titanic;(Remix);DJ Tiesto;380;138.000;No Tech;Medium;10;Tidek;Bass Tester EXTREME 3
638;Titanic;(Remix);DJ Tiesto;380;138.000;STR (93 Total);Hard;12;Tidek;Bass Tester EXTREME 3
639;Titanic;(Remix);DJ Tiesto;380;138.000;STR (127 Total);Challenge;12;Tidek;Bass Tester EXTREME 3
640;TRENOMA; ;AltVoid;183;284.000000;No Tech;Beginner;3;Tidek;Bass Tester EXTREME 3
641;TRENOMA; ;AltVoid;183;284.000000;XM XO- JA-;Easy;7;Tidek;Bass Tester EXTREME 3
642;TRENOMA; ;AltVoid;183;284.000000;XM XO FS;Medium;10;Tidek;Bass Tester EXTREME 3
643;TRENOMA; ;AltVoid;183;284.000000;XM BXF BU DS;Hard;12;Tidek;Bass Tester EXTREME 3
644;TRENOMA; ;AltVoid;183;284.000000;XM B+X+F+ BU SS BT SJ DT DS-;Challenge;14;Tidek;Bass Tester EXTREME 3
645;Trzecia Pixa; ;Enter;180;160.000000;No Tech;Beginner;3;Tidek;Bass Tester EXTREME 3
646;Trzecia Pixa; ;Enter;180;160.000000;No Tech;Easy;6;Tidek;Bass Tester EXTREME 3
647;Trzecia Pixa; ;Enter;180;160.000000;XO;Medium;9;Tidek;Bass Tester EXTREME 3
648;Trzecia Pixa; ;Enter;180;160.000000;STR BU-;Hard;12;Tidek;Bass Tester EXTREME 3
649;Trzecia Pixa; ;Enter;180;160.000000;XO+ BU;Challenge;13;arki;Bass Tester EXTREME 3
650;Viyella's Melancholy; ;Laur;147;110.000;No Tech;Beginner;2;Tidek;Bass Tester EXTREME 3
651;Viyella's Melancholy; ;Laur;147;110.000;No Tech;Easy;6;Tidek;Bass Tester EXTREME 3
652;Viyella's Melancholy; ;Laur;147;110.000;XO;Medium;9;Tidek;Bass Tester EXTREME 3
653;Viyella's Melancholy; ;Laur;147;110.000;XO+;Hard;11;Tidek;Bass Tester EXTREME 3
654;Viyella's Melancholy; ;Laur;147;110.000;BU+ BR XO BT-;Challenge;13;Tidek;Bass Tester EXTREME 3
655;WIELKA P****;(LYLU X MIERNO HARBASS REMIX);LYLU X TEN ZIOMEK;170;170.000000;No Tech;Beginner;1;Tidek;Bass Tester EXTREME 3
656;WIELKA P****;(LYLU X MIERNO HARBASS REMIX);LYLU X TEN ZIOMEK;170;170.000000;No Tech;Easy;3;Tidek;Bass Tester EXTREME 3
657;WIELKA P****;(LYLU X MIERNO HARBASS REMIX);LYLU X TEN ZIOMEK;170;170.000000;No Tech;Medium;6;Tidek;Bass Tester EXTREME 3
658;WIELKA P****;(LYLU X MIERNO HARBASS REMIX);LYLU X TEN ZIOMEK;170;170.000000;No Tech;Hard;8;Tidek;Bass Tester EXTREME 3
659;WIELKA P****;(LYLU X MIERNO HARBASS REMIX);LYLU X TEN ZIOMEK;170;170.000000;FS+ SS XO DS;Challenge;9;Tidek;Bass Tester EXTREME 3
660;Wish You Were Here; ;overrated;159;110.693001;No Tech;Beginner;1;Tidek;Bass Tester EXTREME 3
661;Wish You Were Here; ;overrated;159;110.693001;No Tech;Easy;4;Tidek;Bass Tester EXTREME 3
662;Wish You Were Here; ;overrated;159;110.693001;XO FS;Medium;7;Tidek;Bass Tester EXTREME 3
663;Wish You Were Here; ;overrated;159;110.693001;XO FS;Hard;9;Tidek;Bass Tester EXTREME 3
664;Wish You Were Here; ;overrated;159;110.693001;XO FS;Challenge;10;Tidek;Bass Tester EXTREME 3
665;[Marathon] WACCA ULTRA DREAM MEGAMIX; ;USAO & Kobaryo;355;130.000000 - 245.000000;No Tech;Beginner;4;Tidek;Bass Tester EXTREME 3
666;[Marathon] WACCA ULTRA DREAM MEGAMIX; ;USAO & Kobaryo;355;130.000000 - 245.000000;XO;Easy;7;Tidek;Bass Tester EXTREME 3
667;[Marathon] WACCA ULTRA DREAM MEGAMIX; ;USAO & Kobaryo;355;130.000000 - 245.000000;XO FS SJ DS- SS-;Medium;9;Tidek;Bass Tester EXTREME 3
668;[Marathon] WACCA ULTRA DREAM MEGAMIX; ;USAO & Kobaryo;355;130.000000 - 245.000000;BXF DS SS BU-;Hard;11;Tidek;Bass Tester EXTREME 3
669;[Marathon] WACCA ULTRA DREAM MEGAMIX; ;USAO & Kobaryo;355;130.000000 - 245.000000;BXF BU SS DS HS;Challenge;13;Tidek;Bass Tester EXTREME 3
